ID,Name,DRAJ2000,DDECJ2000,Label
5756,MGE 355.8839-01.4270,265.3004,-33.1883,New Candidates
5754,IRAS 17400-3346,265.8333,-33.8031,New Candidates
5758,MGE 356.4537+00.8358,263.4017,-31.4936,Possible PN
5757,MGE 356.0998+00.7001,263.3092,-31.8644,New Candidates
5752,MGE 355.2478+00.9935,262.4679,-32.4164,New Candidates
5759,MGE 356.5084+01.0838,263.1929,-31.3128,Possible PN
5761,MGE 356.7415+00.7421,263.6767,-31.3028,New Candidates
5760,MGE 356.6408-00.5704,264.9146,-32.0925,New Candidates
5751,MGE 353.9103+00.4858,262.0904,-33.8114,New Candidates
5762,MGE 357.8187+00.2875,264.7988,-30.6386,New Candidates
5764,MGE 358.0888-01.5465,266.785,-31.3725,New Candidates
5755,MGE 355.8086+01.2344,262.595,-31.8158,New Candidates
5765,MGE 358.1166+01.0764,264.2117,-29.9647,New Candidates
5763,MGE 357.9893+02.8341,262.4363,-29.1158,Possible PN
5767,MGE 358.2600+01.4563,263.9317,-29.6394,Possible PN
5770,MGE 358.9738-02.2830,268.0546,-30.9911,Possible PN
5766,MGE 358.1558+00.7594,264.545,-30.1017,New Candidates
5772,MGE 359.4290-00.5034,266.5571,-29.6858,New Candidates
5768,MGE 358.5717+02.5207,263.1004,-28.8006,New Candidates
5771,MGE 359.1142-01.6065,267.4608,-30.525,New Candidates
5773,MGE 359.4372-02.6997,268.7463,-30.8025,New Candidates
5775,OGLE BUL-SC37 181442,268.0675,-30.26,New Candidates
5777,MGE 000.7126+02.7811,264.16,-26.8608,New Candidates
5776,ISOGAL-P J174119.8-283013,265.3254,-28.5058,New Candidates
5774,MGE 359.5136-02.6056,268.6963,-30.6892,Not PN (check)
5779,MGE 001.0651+02.7431,264.4071,-26.5836,New Candidates
5782,MGE 003.8212+02.6722,266.0838,-24.2833,New Candidates
5784,MGE 008.1733+01.0914,269.9629,-21.3442,New Candidates
5786,MGE 016.1274+00.3327,274.715,-14.7528,Possible PN
5785,MGE 008.8168+02.2819,269.2029,-20.1928,Possible PN
5783,MGE007.6093+02.0988,268.7247,-21.328,Possible PN
5787,MGE 030.8780+00.6993,281.3,-1.5086,New Candidates
5781,MGE 003.4305-01.0738,269.4271,-26.5347,New Candidates
5778,n/a,0,0,
5791,MGE 356.1617-00.5486,264.5908,-32.4861,New Candidates
5780,MGE 001.0839+01.9163,265.2029,-27.0075,New Candidates
5769,MGE 358.6633-01.3135,266.8992,-30.7606,New Candidates
5789,MGE 039.5964+00.4751,285.4846,6.1461,New Candidates
5790,MGE 334.1114+00.3789,245.4471,-49.3231,CircumStellar matter
5794,MGE 358.0815+00.8514,264.4092,-30.1153,New Candidates
5788,MGE 031.3183+00.9958,281.2371,-0.9817,New Candidates
5795,MGE 358.2846-00.2593,265.6242,-30.5331,Not PN (check)
5797,MGE 038.7425-00.6986,286.1396,4.8494,New Candidates
5796,MGE 003.7032-01.7927,270.2758,-26.6558,possible galaxy
5798,MGE 305.3881+00.0804,198.2188,-62.6892,CircumStellar matter
5793,MGE 357.2784-02.6349,267.3929,-32.6272,Possible PN
5792,[GKF2010] MN62,265.5821,-32.5931,Possible PN
5803,NeVe 3-5,161.165,-60.8025,HII region
5799,MGE 314.2378+00.9793,215.8375,-59.8594,possible galaxy
5805,[GKF2010] MN4,184.2932,-62.1075,CircumStellar matter
5806,[GKF2010] MN5,187.4238,-62.219,HII region
5807,Hen 2-91,197.5203,-63.1917,Emission Line Star
5809,[GKF2010] MN11,201.7838,-62.0555,CircumStellar matter
5804,[GKF2010] MN3,182.5557,-62.8495,CircumStellar matter
5808,[GKF2010] MN8,197.6827,-63.2961,CircumStellar matter
5802,MGE 356.3395+02.0502,262.1413,-30.9231,possible galaxy
5801,MGE 353.5188+01.5107,260.8063,-33.5622,New Candidates
5811,[GKF2010] MN13,205.6378,-62.8031,CircumStellar matter
5812,[GKF2010] MN14,217.7958,-61.0339,CircumStellar matter
5810,[GKF2010] MN12,201.8244,-63.3245,Possible PN
5813,[GKF2010] MN15,225.3959,-58.0073,HII region
5800,MGE 351.2381-00.0145,260.7683,-36.3056,CircumStellar matter
5814,[GKF2010] MN16,226.9849,-58.3066,CircumStellar matter
5816,[GKF2010] MN18,229.1708,-58.3739,Likely PN
5817,[GKF2010] MN19,229.9996,-57.4042,CircumStellar matter
5818,[GKF2010] MN20,232.9221,-56.1481,Possible PN
5820,[GKF2010] MN26,236.3644,-53.9341,Object of Unknown Nature
5819,[GKF2010] MN24,233.9708,-55.9513,CircumStellar matter
5822,[GKF2010] MN30,237.1753,-55.1284,CircumStellar matter
5815,[GKF2010] MN17,228.4257,-58.8885,CircumStellar matter
5825,[GKF2010] MN33,238.2282,-52.9964,Possible PN
5823,[GKF2010] MN31,237.2726,-53.7369,CircumStellar matter
5824,[GKF2010] MN32,237.3582,-55.2282,Object of Unknown Nature
5828,[GKF2010] MN44,248.1665,-49.7038,CircumStellar matter
5821,[GKF2010] MN29,237.1517,-54.513,CircumStellar matter
5826,[GKF2010] MN34,239.5478,-52.9307,New Candidates
5827,[GKF2010] MN40,242.8842,-51.4851,CircumStellar matter
5832,[GKF2010] MN53,257.3533,-40.146,CircumStellar matter
5829,[GKF2010] MN49,256.8465,-40.1281,CircumStellar matter
5830,[GKF2010] MN50,256.8473,-39.9474,CircumStellar matter
5831,[GKF2010] MN52,257.3432,-40.1337,CircumStellar matter
5838,[GKF2010] MN70,270.9862,-22.9333,CircumStellar matter
5837,[GKF2010] MN69,270.683,-22.6297,CircumStellar matter
5834,[GKF2010] MN56,257.8195,-39.5254,HII region
5835,[GKF2010] MN57,260.0335,-36.2233,CircumStellar matter
5841,[GKF2010] MN82,279.3895,-6.7747,CircumStellar matter
5836,[GKF2010] MN66,266.7717,-27.426,Possible PN
5839,[GKF2010] MN71,271.1653,-21.6928,New Candidates
5844,[GKF2010] MN92,282.5082,-0.9373,CircumStellar matter
5842,[GKF2010] MN88,280.6142,-3.9428,Possible PN
5845,[GKF2010] MN94,282.6968,1.0831,interesting object
5833,[GKF2010] MN54,257.3916,-40.1528,CircumStellar matter
5843,[GKF2010] MN89,281.2285,-3.5941,CircumStellar matter
5849,[GKF2010] MN109,292.0608,17.2731,CircumStellar matter
5848,[GKF2010] MN108,291.7457,18.7789,CircumStellar matter
5840,[GKF2010] MN72,271.1852,-21.8405,CircumStellar matter
5847,[GKF2010] MN104,287.1925,8.7247,Possible PN
5846,[GKF2010] MN103,286.9915,7.9226,Possible PN
5851,[GKF2010] MN111,295.9716,24.2587,interesting object
5853,n/a,0,0,
5852,[GKF2010] MN115,308.8168,42.3379,CircumStellar matter
5850,[GKF2010] MN110,292.6395,18.5991,CircumStellar matter
5855,n/a,0,0,
5856,n/a,0,0,
5854,n/a,0,0,
5857,n/a,0,0,
5858,n/a,0,0,
5860,n/a,0,0,
5862,n/a,0,0,
5861,n/a,0,0,
5859,n/a,0,0,
5863,n/a,0,0,
5864,n/a,0,0,
5866,n/a,0,0,
5867,n/a,0,0,
5865,n/a,0,0,
5868,n/a,0,0,
5869,n/a,0,0,
5870,n/a,0,0,
5871,n/a,0,0,
5872,n/a,0,0,
5873,n/a,0,0,
5874,n/a,0,0,
5875,n/a,0,0,
5876,n/a,0,0,
5877,n/a,0,0,
5879,n/a,0,0,
5878,n/a,0,0,
5880,n/a,0,0,
5881,n/a,0,0,
5882,n/a,0,0,
5883,n/a,0,0,
5885,n/a,0,0,
5884,n/a,0,0,
5887,n/a,0,0,
5889,n/a,0,0,
5888,n/a,0,0,
5886,n/a,0,0,
5892,n/a,0,0,
5890,n/a,0,0,
5891,n/a,0,0,
5893,n/a,0,0,
5894,n/a,0,0,
5896,n/a,0,0,
5897,n/a,0,0,
5898,n/a,0,0,
5895,n/a,0,0,
5899,n/a,0,0,
5900,n/a,0,0,
5901,n/a,0,0,
5902,n/a,0,0,
5905,n/a,0,0,
5903,n/a,0,0,
5904,n/a,0,0,
5906,n/a,0,0,
5907,n/a,0,0,
5910,n/a,0,0,
5908,n/a,0,0,
5912,n/a,0,0,
5909,n/a,0,0,
5911,n/a,0,0,
5914,n/a,0,0,
5915,n/a,0,0,
5916,n/a,0,0,
5913,n/a,0,0,
5917,n/a,0,0,
5920,n/a,0,0,
5918,n/a,0,0,
5921,n/a,0,0,
5923,n/a,0,0,
5919,n/a,0,0,
5922,n/a,0,0,
5926,n/a,0,0,
5925,n/a,0,0,
5924,n/a,0,0,
5928,n/a,0,0,
5929,n/a,0,0,
5930,n/a,0,0,
5931,n/a,0,0,
5932,n/a,0,0,
5927,n/a,0,0,
5935,n/a,0,0,
5934,n/a,0,0,
5936,n/a,0,0,
5933,n/a,0,0,
5937,n/a,0,0,
5939,n/a,0,0,
5940,n/a,0,0,
5941,n/a,0,0,
5938,n/a,0,0,
5942,n/a,0,0,
5944,n/a,0,0,
5945,n/a,0,0,
5943,n/a,0,0,
5947,n/a,0,0,
5946,n/a,0,0,
5948,n/a,0,0,
5949,n/a,0,0,
5951,n/a,0,0,
5950,n/a,0,0,
5952,n/a,0,0,
5953,n/a,0,0,
5954,n/a,0,0,
5955,n/a,0,0,
5956,n/a,0,0,
5957,n/a,0,0,
5958,n/a,0,0,
5959,n/a,0,0,
5960,n/a,0,0,
5961,n/a,0,0,
5963,n/a,0,0,
5962,n/a,0,0,
5964,n/a,0,0,
5965,n/a,0,0,
5966,n/a,0,0,
5967,n/a,0,0,
5969,n/a,0,0,
5970,n/a,0,0,
5968,n/a,0,0,
5971,n/a,0,0,
5973,n/a,0,0,
5972,n/a,0,0,
5975,n/a,0,0,
5974,n/a,0,0,
5977,n/a,0,0,
5976,n/a,0,0,
5979,n/a,0,0,
5978,n/a,0,0,
5981,n/a,0,0,
5980,n/a,0,0,
5982,n/a,0,0,
5983,n/a,0,0,
5984,n/a,0,0,
5986,n/a,0,0,
5988,n/a,0,0,
5985,n/a,0,0,
5989,n/a,0,0,
5990,n/a,0,0,
5991,n/a,0,0,
5987,n/a,0,0,
5993,n/a,0,0,
5992,n/a,0,0,
5994,2MASS J13012188-6244131,195.3412,-62.737,CircumStellar matter
5995,IRAS 14173-6124,215.2918,-61.6389,CircumStellar matter
5997,n/a,0,0,
5998,IRAS 15517-5334,238.9078,-53.7278,CircumStellar matter
6001,n/a,0,0,
6000,2MASS J17370371-3147467,264.2655,-31.7963,CircumStellar matter
5999,2MASS J17352942-3246562,263.8726,-32.7823,CircumStellar matter
5996,2MASS J15092899-5847430,227.3708,-58.7953,CircumStellar matter
6003,n/a,282.7623,0.9734,Not PN (check)
6004,2MASS J19325284+1742303,293.2202,17.7084,CircumStellar matter
6005,SSTGLMC G057.3234-00.2009,294.7296,21.4653,CircumStellar matter
6007,n/a,0,0,
6008,n/a,0,0,
6002,2MASS J17493539-2649302,267.3975,-26.8251,Not PN (check)
6006,n/a,0,0,
6011,n/a,0,0,
6009,n/a,0,0,
6012,n/a,0,0,
6013,n/a,0,0,
6010,n/a,0,0,
6014,n/a,0,0,
6015,n/a,0,0,
6016,n/a,0,0,
6017,n/a,0,0,
6018,n/a,0,0,
6019,n/a,0,0,
6020,n/a,0,0,
6021,n/a,0,0,
6023,n/a,0,0,
6025,n/a,0,0,
6022,n/a,0,0,
6029,n/a,0,0,
6031,n/a,0,0,
6032,n/a,0,0,
6030,n/a,0,0,
6033,n/a,0,0,
6028,n/a,0,0,
6026,n/a,0,0,
6027,n/a,0,0,
6024,n/a,0,0,
6034,n/a,0,0,
6035,n/a,0,0,
6036,n/a,0,0,
6037,n/a,0,0,
6038,n/a,0,0,
6039,n/a,0,0,
6040,n/a,0,0,
6041,n/a,0,0,
6042,n/a,0,0,
6044,n/a,0,0,
6045,n/a,0,0,
6043,n/a,0,0,
6046,n/a,0,0,
6047,n/a,0,0,
6048,n/a,0,0,
6049,n/a,0,0,
6050,n/a,0,0,
6052,n/a,0,0,
6053,n/a,0,0,
6054,n/a,0,0,
6051,n/a,0,0,
6055,n/a,0,0,
6056,n/a,0,0,
6057,n/a,0,0,
6061,n/a,0,0,
6060,n/a,0,0,
6058,n/a,0,0,
6059,n/a,0,0,
6062,n/a,0,0,
6067,n/a,0,0,
6063,n/a,0,0,
6066,n/a,0,0,
6065,n/a,0,0,
6068,n/a,0,0,
6069,n/a,0,0,
6070,n/a,0,0,
6071,n/a,0,0,
6072,n/a,0,0,
6064,n/a,0,0,
6073,n/a,0,0,
6075,n/a,0,0,
6074,n/a,0,0,
6077,n/a,0,0,
6076,n/a,0,0,
6078,n/a,0,0,
6079,n/a,0,0,
6080,n/a,0,0,
6082,n/a,0,0,
6081,n/a,0,0,
6083,n/a,0,0,
6085,n/a,0,0,
6084,n/a,0,0,
6087,n/a,0,0,
6088,n/a,0,0,
6086,n/a,0,0,
6089,n/a,0,0,
6091,n/a,0,0,
6090,n/a,0,0,
6093,n/a,0,0,
6092,n/a,0,0,
6094,n/a,0,0,
6095,n/a,0,0,
6098,n/a,0,0,
6096,n/a,0,0,
6097,n/a,0,0,
6099,n/a,0,0,
6100,n/a,0,0,
6101,n/a,0,0,
6103,n/a,0,0,
6104,n/a,0,0,
6105,n/a,0,0,
6102,n/a,0,0,
6106,n/a,0,0,
6107,n/a,0,0,
6109,n/a,0,0,
6110,n/a,0,0,
6108,n/a,0,0,
6112,n/a,0,0,
6113,n/a,0,0,
6111,n/a,0,0,
6114,n/a,0,0,
6116,n/a,0,0,
6115,n/a,0,0,
6118,n/a,0,0,
6120,n/a,0,0,
6121,n/a,0,0,
6119,n/a,0,0,
6122,n/a,0,0,
6123,n/a,0,0,
6117,n/a,0,0,
6124,n/a,0,0,
6125,n/a,0,0,
6126,n/a,0,0,
6128,n/a,0,0,
6127,n/a,0,0,
6130,n/a,0,0,
6129,n/a,0,0,
6132,n/a,0,0,
6133,n/a,0,0,
6134,n/a,0,0,
6135,n/a,0,0,
6131,n/a,0,0,
6136,n/a,0,0,
6137,n/a,0,0,
6138,n/a,0,0,
6139,n/a,0,0,
6140,n/a,0,0,
6141,n/a,0,0,
6142,n/a,0,0,
6143,n/a,0,0,
6145,n/a,0,0,
6144,n/a,0,0,
6148,n/a,0,0,
6146,n/a,0,0,
6150,n/a,0,0,
6149,n/a,0,0,
6147,n/a,0,0,
6151,n/a,0,0,
6154,n/a,0,0,
6152,n/a,0,0,
6153,n/a,0,0,
6156,n/a,0,0,
6157,n/a,0,0,
6155,n/a,0,0,
6159,n/a,0,0,
6161,n/a,0,0,
6160,n/a,0,0,
6162,n/a,0,0,
6158,n/a,0,0,
6163,n/a,0,0,
6165,n/a,0,0,
6166,n/a,0,0,
6164,n/a,0,0,
6167,n/a,0,0,
6168,n/a,0,0,
6169,n/a,0,0,
6170,n/a,0,0,
6172,n/a,0,0,
6171,n/a,0,0,
6174,n/a,0,0,
6173,n/a,0,0,
6175,n/a,0,0,
6176,n/a,0,0,
6177,n/a,0,0,
6180,n/a,0,0,
6181,n/a,0,0,
6179,n/a,0,0,
6183,n/a,0,0,
6178,n/a,0,0,
6182,n/a,0,0,
6185,n/a,0,0,
6184,n/a,0,0,
6187,n/a,0,0,
6186,n/a,0,0,
6189,n/a,0,0,
6188,n/a,0,0,
6191,n/a,0,0,
6190,n/a,0,0,
6192,n/a,0,0,
6193,n/a,0,0,
6196,n/a,0,0,
6198,n/a,0,0,
6195,n/a,0,0,
6197,n/a,0,0,
6194,n/a,0,0,
6199,n/a,0,0,
6201,n/a,0,0,
6200,n/a,0,0,
6202,n/a,0,0,
6203,n/a,0,0,
6206,n/a,0,0,
6207,n/a,0,0,
6205,n/a,0,0,
6204,n/a,0,0,
6208,n/a,0,0,
6209,n/a,0,0,
6211,n/a,0,0,
6210,n/a,0,0,
6212,n/a,0,0,
6213,n/a,0,0,
6214,n/a,0,0,
6215,n/a,0,0,
6216,n/a,0,0,
6218,n/a,0,0,
6217,n/a,0,0,
6219,n/a,0,0,
6220,n/a,0,0,
6221,n/a,0,0,
6222,n/a,0,0,
6223,n/a,0,0,
6224,n/a,0,0,
6226,n/a,0,0,
6225,n/a,0,0,
6227,n/a,0,0,
6228,n/a,0,0,
6229,n/a,0,0,
6231,n/a,0,0,
6232,n/a,0,0,
6230,n/a,0,0,
6233,n/a,0,0,
6236,n/a,0,0,
6234,n/a,0,0,
6235,n/a,0,0,
6237,n/a,0,0,
6239,n/a,0,0,
6241,n/a,0,0,
6242,n/a,0,0,
6238,n/a,0,0,
6240,n/a,0,0,
6243,n/a,0,0,
6244,n/a,0,0,
6245,n/a,0,0,
6247,n/a,0,0,
6246,n/a,0,0,
6248,n/a,0,0,
6249,n/a,0,0,
6250,n/a,0,0,
6252,n/a,0,0,
6253,n/a,0,0,
6251,n/a,0,0,
6255,n/a,0,0,
6254,n/a,0,0,
6257,n/a,0,0,
6256,n/a,0,0,
6258,n/a,0,0,
6259,n/a,0,0,
6260,n/a,0,0,
6261,n/a,0,0,
6262,n/a,0,0,
6264,n/a,0,0,
6263,n/a,0,0,
6266,n/a,0,0,
6265,n/a,0,0,
6267,n/a,0,0,
6268,n/a,0,0,
6269,n/a,0,0,
6270,n/a,0,0,
6271,n/a,0,0,
6272,n/a,0,0,
6273,n/a,0,0,
6274,n/a,0,0,
6275,n/a,0,0,
6277,n/a,0,0,
6276,n/a,0,0,
6279,n/a,0,0,
6278,n/a,0,0,
6280,n/a,0,0,
6281,n/a,0,0,
6283,n/a,0,0,
6284,n/a,0,0,
6282,n/a,0,0,
6285,n/a,0,0,
6288,n/a,0,0,
6289,n/a,0,0,
6287,n/a,0,0,
6290,n/a,0,0,
6291,n/a,0,0,
6292,n/a,0,0,
6293,n/a,0,0,
6294,n/a,0,0,
6286,n/a,0,0,
6296,n/a,0,0,
6295,n/a,0,0,
6298,n/a,0,0,
6297,n/a,0,0,
6302,n/a,0,0,
6303,n/a,0,0,
6301,n/a,0,0,
6304,n/a,0,0,
6306,n/a,0,0,
6305,n/a,0,0,
6299,n/a,0,0,
6300,n/a,0,0,
6307,n/a,0,0,
6308,n/a,0,0,
6310,n/a,0,0,
6309,n/a,0,0,
6311,n/a,0,0,
6312,n/a,0,0,
6313,n/a,0,0,
6315,n/a,0,0,
6316,n/a,0,0,
6314,n/a,0,0,
6319,n/a,0,0,
6320,n/a,0,0,
6318,n/a,0,0,
6321,n/a,0,0,
6317,n/a,0,0,
6322,n/a,0,0,
6323,n/a,0,0,
6324,n/a,0,0,
6326,n/a,0,0,
6325,n/a,0,0,
6327,n/a,0,0,
6328,n/a,0,0,
6329,n/a,0,0,
6330,n/a,0,0,
6331,n/a,0,0,
6332,n/a,0,0,
6333,n/a,0,0,
6335,n/a,0,0,
6334,n/a,0,0,
6336,n/a,0,0,
6337,n/a,0,0,
6338,n/a,0,0,
6339,n/a,0,0,
6340,n/a,0,0,
6341,n/a,0,0,
6343,n/a,0,0,
6342,n/a,0,0,
6345,n/a,0,0,
6346,n/a,0,0,
6347,n/a,0,0,
6344,n/a,0,0,
6349,n/a,0,0,
6351,n/a,0,0,
6348,n/a,0,0,
6353,n/a,0,0,
6352,n/a,0,0,
6355,n/a,0,0,
6350,n/a,0,0,
6356,n/a,0,0,
6357,n/a,0,0,
6354,n/a,0,0,
6359,n/a,0,0,
6360,n/a,0,0,
6362,n/a,0,0,
6358,n/a,0,0,
6361,n/a,0,0,
6363,n/a,0,0,
6364,n/a,0,0,
6366,n/a,0,0,
6365,n/a,0,0,
6367,n/a,0,0,
6368,n/a,0,0,
6369,n/a,0,0,
6370,n/a,0,0,
6371,n/a,0,0,
6372,n/a,0,0,
6374,n/a,0,0,
6373,n/a,0,0,
6375,n/a,0,0,
6376,n/a,0,0,
6377,n/a,0,0,
6378,n/a,0,0,
6379,n/a,0,0,
6383,n/a,0,0,
6380,n/a,0,0,
6382,n/a,0,0,
6381,n/a,0,0,
6385,n/a,0,0,
6384,n/a,0,0,
6388,n/a,0,0,
6387,n/a,0,0,
6389,n/a,0,0,
6386,n/a,0,0,
6391,n/a,0,0,
6390,n/a,0,0,
6392,n/a,0,0,
6395,n/a,0,0,
6393,n/a,0,0,
6396,n/a,0,0,
6397,n/a,0,0,
6398,n/a,0,0,
6399,n/a,0,0,
6394,n/a,0,0,
6402,n/a,0,0,
6401,n/a,0,0,
6403,n/a,0,0,
6405,n/a,0,0,
6400,n/a,0,0,
6404,n/a,0,0,
6406,n/a,0,0,
6408,n/a,0,0,
6409,n/a,0,0,
6407,n/a,0,0,
6411,n/a,0,0,
6412,n/a,0,0,
6410,n/a,0,0,
6414,n/a,0,0,
6415,n/a,0,0,
6413,n/a,0,0,
6417,n/a,0,0,
6416,n/a,0,0,
6418,n/a,0,0,
6419,n/a,0,0,
6421,n/a,0,0,
6420,n/a,0,0,
6422,n/a,0,0,
6423,n/a,0,0,
6425,n/a,0,0,
6426,n/a,0,0,
6428,n/a,0,0,
6427,n/a,0,0,
6424,n/a,0,0,
6429,n/a,0,0,
6430,n/a,0,0,
6431,n/a,0,0,
6433,n/a,0,0,
6432,n/a,0,0,
6434,n/a,0,0,
6436,n/a,0,0,
6437,n/a,0,0,
6435,n/a,0,0,
6438,n/a,0,0,
6439,n/a,0,0,
6441,n/a,0,0,
6440,n/a,0,0,
6442,n/a,0,0,
6443,n/a,0,0,
6445,n/a,0,0,
6444,n/a,0,0,
6447,n/a,0,0,
6446,n/a,0,0,
6448,n/a,0,0,
6449,n/a,0,0,
6450,n/a,0,0,
6451,n/a,0,0,
6452,n/a,0,0,
6453,n/a,0,0,
6455,n/a,0,0,
6457,n/a,0,0,
6456,n/a,0,0,
6458,n/a,0,0,
6454,n/a,0,0,
6459,n/a,0,0,
6460,n/a,0,0,
6462,n/a,0,0,
6461,n/a,0,0,
6463,n/a,0,0,
6464,n/a,0,0,
6466,n/a,0,0,
6465,n/a,0,0,
6467,n/a,0,0,
6468,n/a,0,0,
6469,n/a,0,0,
6471,n/a,0,0,
6470,n/a,0,0,
6472,n/a,0,0,
6473,n/a,0,0,
6475,n/a,0,0,
6477,n/a,0,0,
6478,n/a,0,0,
6479,n/a,0,0,
6474,n/a,0,0,
6481,n/a,0,0,
6480,n/a,0,0,
6482,n/a,0,0,
6483,n/a,0,0,
6476,n/a,0,0,
6484,n/a,0,0,
6487,n/a,0,0,
6486,n/a,0,0,
6485,n/a,0,0,
6489,n/a,0,0,
6490,n/a,0,0,
6491,n/a,0,0,
6488,n/a,0,0,
6493,n/a,0,0,
6492,n/a,0,0,
6494,n/a,0,0,
6496,n/a,0,0,
6495,n/a,0,0,
6497,n/a,0,0,
6498,n/a,0,0,
6499,n/a,0,0,
6502,n/a,0,0,
6500,n/a,0,0,
6501,n/a,0,0,
6503,n/a,0,0,
6504,n/a,0,0,
6505,n/a,0,0,
6507,n/a,0,0,
6506,n/a,0,0,
6508,n/a,0,0,
6509,n/a,0,0,
6511,n/a,0,0,
6513,n/a,0,0,
6512,n/a,0,0,
6510,n/a,0,0,
6514,n/a,0,0,
6515,n/a,0,0,
6516,n/a,0,0,
6517,n/a,0,0,
6518,n/a,0,0,
6519,n/a,0,0,
6521,n/a,0,0,
6520,n/a,0,0,
6524,n/a,0,0,
6525,n/a,0,0,
6526,n/a,0,0,
6522,n/a,0,0,
6527,n/a,0,0,
6523,n/a,0,0,
6528,n/a,0,0,
6530,n/a,0,0,
6531,n/a,0,0,
6534,n/a,0,0,
6533,n/a,0,0,
6535,n/a,0,0,
6536,n/a,0,0,
6532,n/a,0,0,
6537,n/a,0,0,
6538,n/a,0,0,
6539,n/a,0,0,
6541,n/a,0,0,
6542,n/a,0,0,
6543,n/a,0,0,
6544,n/a,0,0,
6545,n/a,0,0,
6546,n/a,0,0,
6540,n/a,0,0,
6547,n/a,0,0,
6529,n/a,0,0,
6549,n/a,0,0,
6550,n/a,0,0,
6548,n/a,0,0,
6552,n/a,0,0,
6551,n/a,0,0,
6554,n/a,0,0,
6556,n/a,0,0,
6555,n/a,0,0,
6553,n/a,0,0,
6557,n/a,0,0,
6558,n/a,0,0,
6559,n/a,0,0,
6560,n/a,0,0,
6561,n/a,0,0,
6562,n/a,0,0,
6564,n/a,0,0,
6563,n/a,0,0,
6565,n/a,0,0,
6566,n/a,0,0,
6567,n/a,0,0,
6568,n/a,0,0,
6569,n/a,0,0,
6570,n/a,0,0,
6572,n/a,0,0,
6573,n/a,0,0,
6574,n/a,0,0,
6571,n/a,0,0,
6577,n/a,0,0,
6575,n/a,0,0,
6576,n/a,0,0,
6580,n/a,0,0,
6581,n/a,0,0,
6579,n/a,0,0,
6583,n/a,0,0,
6578,n/a,0,0,
6582,n/a,0,0,
6584,n/a,0,0,
6588,n/a,0,0,
6585,n/a,0,0,
6586,n/a,0,0,
6589,n/a,0,0,
6587,n/a,0,0,
6590,n/a,0,0,
6591,n/a,0,0,
6593,n/a,0,0,
6592,n/a,0,0,
6594,n/a,0,0,
6596,n/a,0,0,
6597,n/a,0,0,
6598,n/a,0,0,
6600,n/a,0,0,
6599,n/a,0,0,
6601,n/a,0,0,
6604,n/a,0,0,
6603,n/a,0,0,
6602,n/a,0,0,
6595,n/a,0,0,
6607,n/a,0,0,
6606,n/a,0,0,
6605,n/a,0,0,
6609,n/a,0,0,
6610,n/a,0,0,
6608,n/a,0,0,
6611,n/a,0,0,
6612,n/a,0,0,
6613,n/a,0,0,
6614,n/a,0,0,
6615,n/a,0,0,
6616,n/a,0,0,
6617,n/a,0,0,
6618,n/a,0,0,
6620,n/a,0,0,
6619,n/a,0,0,
6623,n/a,0,0,
6621,n/a,0,0,
6625,n/a,0,0,
6622,n/a,0,0,
6626,n/a,0,0,
6624,n/a,0,0,
6627,n/a,0,0,
6629,n/a,0,0,
6628,n/a,0,0,
6631,n/a,0,0,
6630,n/a,0,0,
6632,n/a,0,0,
6633,n/a,0,0,
6635,n/a,0,0,
6636,n/a,0,0,
6637,n/a,0,0,
6639,n/a,0,0,
6634,n/a,0,0,
6641,n/a,0,0,
6638,n/a,0,0,
6640,n/a,0,0,
6644,n/a,0,0,
6643,n/a,0,0,
6642,n/a,0,0,
6646,n/a,0,0,
6645,n/a,0,0,
6647,n/a,0,0,
6648,n/a,0,0,
6650,n/a,0,0,
6649,n/a,0,0,
6651,n/a,0,0,
6653,n/a,0,0,
6655,n/a,0,0,
6652,n/a,0,0,
6656,n/a,0,0,
6654,n/a,0,0,
6657,n/a,0,0,
6659,n/a,0,0,
6658,n/a,0,0,
6660,n/a,0,0,
6661,n/a,0,0,
6662,n/a,0,0,
6664,n/a,0,0,
6665,n/a,0,0,
6666,n/a,0,0,
6667,n/a,0,0,
6668,n/a,0,0,
6663,n/a,0,0,
6669,n/a,0,0,
6670,n/a,0,0,
6672,n/a,0,0,
6671,n/a,0,0,
6673,n/a,0,0,
6674,n/a,0,0,
6675,n/a,0,0,
6676,n/a,0,0,
6678,n/a,0,0,
6679,n/a,0,0,
6677,n/a,0,0,
6680,n/a,0,0,
6682,n/a,0,0,
6681,n/a,0,0,
6683,n/a,0,0,
6685,n/a,0,0,
6686,n/a,0,0,
6687,n/a,0,0,
6688,n/a,0,0,
6689,n/a,0,0,
6690,n/a,0,0,
6684,n/a,0,0,
6693,n/a,0,0,
6691,n/a,0,0,
6694,n/a,0,0,
6692,n/a,0,0,
6695,n/a,0,0,
6696,n/a,0,0,
6697,n/a,0,0,
6698,n/a,0,0,
6700,n/a,0,0,
6701,n/a,0,0,
6702,n/a,0,0,
6703,n/a,0,0,
6704,n/a,0,0,
6705,n/a,0,0,
6706,n/a,0,0,
6699,n/a,0,0,
6708,n/a,0,0,
6710,n/a,0,0,
6709,n/a,0,0,
6711,n/a,0,0,
6707,n/a,0,0,
6713,n/a,0,0,
6712,n/a,0,0,
6714,n/a,0,0,
6715,n/a,0,0,
6717,n/a,0,0,
6716,n/a,0,0,
6718,n/a,0,0,
6719,n/a,0,0,
